chrom	start	end	score	track	group
Chr8	127670399	127672199	0.0070931207085104	B cell	scATAC (nonmalignant)
Chr8	127672199	127673999	0.00480257691429381	B cell	scATAC (nonmalignant)
Chr8	127673999	127675799	0.0022228629847089	B cell	scATAC (nonmalignant)
Chr8	127675799	127677599	0.00460115713364108	B cell	scATAC (nonmalignant)
Chr8	127677599	127679399	0.00124207988174724	B cell	scATAC (nonmalignant)
Chr8	127679399	127681199	0.00129058888507081	B cell	scATAC (nonmalignant)
Chr8	127681199	127682999	0.0115030657553878	B cell	scATAC (nonmalignant)
Chr8	127682999	127684799	0.000312676138362886	B cell	scATAC (nonmalignant)
Chr8	127684799	127686599	0.00115556982310482	B cell	scATAC (nonmalignant)
Chr8	127686599	127688399	0.00758804251128026	B cell	scATAC (nonmalignant)
Chr8	127688399	127690199	0.00249371450791313	B cell	scATAC (nonmalignant)
Chr8	127690199	127691999	2.12644544463105e-05	B cell	scATAC (nonmalignant)
Chr8	127691999	127693799	0.0017975825760868	B cell	scATAC (nonmalignant)
Chr8	127693799	127695599	0.0104148344182154	B cell	scATAC (nonmalignant)
Chr8	127695599	127697399	0.00704019231518445	B cell	scATAC (nonmalignant)
Chr8	127697399	127699199	0.00608934291631981	B cell	scATAC (nonmalignant)
Chr8	127699199	127700999	0.00360930523220734	B cell	scATAC (nonmalignant)
Chr8	127700999	127702799	0.0010094970023005	B cell	scATAC (nonmalignant)
Chr8	127702799	127704599	0.000481122747800232	B cell	scATAC (nonmalignant)
Chr8	127704599	127706399	0.0101767047866536	B cell	scATAC (nonmalignant)
Chr8	127706399	127708199	0.00891910858532259	B cell	scATAC (nonmalignant)
Chr8	127708199	127709999	0.000441893214683873	B cell	scATAC (nonmalignant)
Chr8	127709999	127711799	0.0064109975418641	B cell	scATAC (nonmalignant)
Chr8	127711799	127713599	0.00859892795089591	B cell	scATAC (nonmalignant)
Chr8	127713599	127715399	0.00263195018862977	B cell	scATAC (nonmalignant)
Chr8	127715399	127717199	0.00549625843310272	B cell	scATAC (nonmalignant)
Chr8	127717199	127718999	0.00861987002023994	B cell	scATAC (nonmalignant)
Chr8	127718999	127720799	0.0206677144993576	B cell	scATAC (nonmalignant)
Chr8	127720799	127722599	0.0277967148636036	B cell	scATAC (nonmalignant)
Chr8	127722599	127724399	0.0403673896659463	B cell	scATAC (nonmalignant)
Chr8	127724399	127726199	0.0681548738937438	B cell	scATAC (nonmalignant)
Chr8	127726199	127727999	0.0835382831410224	B cell	scATAC (nonmalignant)
Chr8	127727999	127729799	0.11198934302327	B cell	scATAC (nonmalignant)
Chr8	127729799	127731599	0.136374565137056	B cell	scATAC (nonmalignant)
Chr8	127731599	127733399	0.163410813889163	B cell	scATAC (nonmalignant)
Chr8	127733399	127735199	0.175167655215494	B cell	scATAC (nonmalignant)
Chr8	127735199	127736999	0.180396421462099	B cell	scATAC (nonmalignant)
Chr8	127736999	127738799	0.175528896422518	B cell	scATAC (nonmalignant)
Chr8	127738799	127740599	0.160039247483586	B cell	scATAC (nonmalignant)
Chr8	127740599	127742399	0.134572768789801	B cell	scATAC (nonmalignant)
Chr8	127742399	127744199	0.109424744689976	B cell	scATAC (nonmalignant)
Chr8	127744199	127745999	0.084562131846367	B cell	scATAC (nonmalignant)
Chr8	127745999	127747799	0.0536441197945791	B cell	scATAC (nonmalignant)
Chr8	127747799	127749599	0.0356787190815245	B cell	scATAC (nonmalignant)
Chr8	127749599	127751399	0.0241006341126321	B cell	scATAC (nonmalignant)
Chr8	127751399	127753199	0.0175201290316829	B cell	scATAC (nonmalignant)
Chr8	127753199	127754999	0.00650770323964089	B cell	scATAC (nonmalignant)
Chr8	127394999	127396799	0.00153175507043949	T/NK	scATAC (nonmalignant)
Chr8	127396799	127398599	0.00770282471950278	T/NK	scATAC (nonmalignant)
Chr8	127398599	127400399	0.00477443074147865	T/NK	scATAC (nonmalignant)
Chr8	127400399	127402199	0.00928035994528289	T/NK	scATAC (nonmalignant)
Chr8	127402199	127403999	0.0154807661433177	T/NK	scATAC (nonmalignant)
Chr8	127403999	127405799	0.0173624133941799	T/NK	scATAC (nonmalignant)
Chr8	127405799	127407599	0.0279567053561128	T/NK	scATAC (nonmalignant)
Chr8	127407599	127409399	0.0375908898282876	T/NK	scATAC (nonmalignant)
Chr8	127409399	127411199	0.0360215792673171	T/NK	scATAC (nonmalignant)
Chr8	127411199	127412999	0.036721203984815	T/NK	scATAC (nonmalignant)
Chr8	127412999	127414799	0.0324978051924134	T/NK	scATAC (nonmalignant)
Chr8	127414799	127416599	0.0153175419149842	T/NK	scATAC (nonmalignant)
Chr8	127416599	127418399	0.00670055029215496	T/NK	scATAC (nonmalignant)
Chr8	127418399	127420199	0.00416348637600498	T/NK	scATAC (nonmalignant)
Chr8	127420199	127421999	0.00519711245677195	T/NK	scATAC (nonmalignant)
Chr8	127421999	127423799	0.00291399876026935	T/NK	scATAC (nonmalignant)
Chr8	127423799	127425599	0.00234358988998819	T/NK	scATAC (nonmalignant)
Chr8	127425599	127427399	0.000997595669481915	T/NK	scATAC (nonmalignant)
Chr8	127427399	127429199	0.000270935502609346	T/NK	scATAC (nonmalignant)
Chr8	127429199	127430999	0.000335796835720492	T/NK	scATAC (nonmalignant)
Chr8	127430999	127432799	0.00685311660239324	T/NK	scATAC (nonmalignant)
Chr8	127432799	127434599	0.008563078554359	T/NK	scATAC (nonmalignant)
Chr8	127434599	127436399	0.00770385925612974	T/NK	scATAC (nonmalignant)
Chr8	127436399	127438199	0.00714278427349909	T/NK	scATAC (nonmalignant)
Chr8	127438199	127439999	0.00598149248611406	T/NK	scATAC (nonmalignant)
Chr8	127439999	127441799	0.00440151692833591	T/NK	scATAC (nonmalignant)
Chr8	127441799	127443599	0.0084104121965177	T/NK	scATAC (nonmalignant)
Chr8	127443599	127445399	0.00849442247920753	T/NK	scATAC (nonmalignant)
Chr8	127445399	127447199	0.000774808046189153	T/NK	scATAC (nonmalignant)
Chr8	127447199	127448999	0.00637000484199214	T/NK	scATAC (nonmalignant)
Chr8	127448999	127450799	0.00290972739367348	T/NK	scATAC (nonmalignant)
Chr8	127450799	127452599	0.002153303400249	T/NK	scATAC (nonmalignant)
Chr8	127452599	127454399	0.00152223497114632	T/NK	scATAC (nonmalignant)
Chr8	127454399	127456199	0.00167630849825883	T/NK	scATAC (nonmalignant)
Chr8	127456199	127457999	0.0114212910981737	T/NK	scATAC (nonmalignant)
Chr8	127457999	127459799	0.00439476790772505	T/NK	scATAC (nonmalignant)
Chr8	127459799	127461599	0.00490529603881661	T/NK	scATAC (nonmalignant)
Chr8	127461599	127463399	0.00371357799560761	T/NK	scATAC (nonmalignant)
Chr8	127463399	127465199	0.000502837927290218	T/NK	scATAC (nonmalignant)
Chr8	127465199	127466999	0.000845101040722207	T/NK	scATAC (nonmalignant)
Chr8	127466999	127468799	0.0017165327615448	T/NK	scATAC (nonmalignant)
Chr8	127468799	127470599	0.00515958160122849	T/NK	scATAC (nonmalignant)
Chr8	127470599	127472399	0.00807903816723426	T/NK	scATAC (nonmalignant)
Chr8	127472399	127474199	0.0102971769732982	T/NK	scATAC (nonmalignant)
Chr8	127474199	127475999	0.00355730614496019	T/NK	scATAC (nonmalignant)
Chr8	127475999	127477799	0.00098754919837037	T/NK	scATAC (nonmalignant)
Chr8	127477799	127479599	0.00779991360601739	T/NK	scATAC (nonmalignant)
Chr8	127479599	127481399	0.00196016924002623	T/NK	scATAC (nonmalignant)
Chr8	127481399	127483199	0.000522160093405037	T/NK	scATAC (nonmalignant)
Chr8	127483199	127484999	0.00151992976750644	T/NK	scATAC (nonmalignant)
Chr8	127484999	127486799	0.00185732116762031	T/NK	scATAC (nonmalignant)
Chr8	127486799	127488599	0.0064440447471936	T/NK	scATAC (nonmalignant)
Chr8	127488599	127490399	0.000841620799435756	T/NK	scATAC (nonmalignant)
Chr8	127490399	127492199	0.00396757004421601	T/NK	scATAC (nonmalignant)
Chr8	127492199	127493999	0.00718326906044082	T/NK	scATAC (nonmalignant)
Chr8	127493999	127495799	0.0140460138023716	T/NK	scATAC (nonmalignant)
Chr8	127495799	127497599	0.00122775597596412	T/NK	scATAC (nonmalignant)
Chr8	127497599	127499399	0.00213775986651849	T/NK	scATAC (nonmalignant)
Chr8	127499399	127501199	0.00163936214538807	T/NK	scATAC (nonmalignant)
Chr8	127501199	127502999	0.00122175090861652	T/NK	scATAC (nonmalignant)
Chr8	127502999	127504799	0.00470121819187983	T/NK	scATAC (nonmalignant)
Chr8	127504799	127506599	0.000684626111775139	T/NK	scATAC (nonmalignant)
Chr8	127506599	127508399	0.00927121719597815	T/NK	scATAC (nonmalignant)
Chr8	127508399	127510199	0.00821869225772434	T/NK	scATAC (nonmalignant)
Chr8	127510199	127511999	0.000715117528966117	T/NK	scATAC (nonmalignant)
Chr8	127511999	127513799	0.00262095828896677	T/NK	scATAC (nonmalignant)
Chr8	127513799	127515599	0.00394659077235998	T/NK	scATAC (nonmalignant)
Chr8	127515599	127517399	0.00480720486794518	T/NK	scATAC (nonmalignant)
Chr8	127517399	127519199	0.00646754456906746	T/NK	scATAC (nonmalignant)
Chr8	127519199	127520999	0.00678022969519594	T/NK	scATAC (nonmalignant)
Chr8	127520999	127522799	0.00425995363604887	T/NK	scATAC (nonmalignant)
Chr8	127522799	127524599	0.00551455865370821	T/NK	scATAC (nonmalignant)
Chr8	127524599	127526399	0.00421457389077342	T/NK	scATAC (nonmalignant)
Chr8	127526399	127528199	0.00202437217833815	T/NK	scATAC (nonmalignant)
Chr8	127528199	127529999	0.00172315170294495	T/NK	scATAC (nonmalignant)
Chr8	127529999	127531799	0.000579463639283021	T/NK	scATAC (nonmalignant)
Chr8	127531799	127533599	0.000113384041339303	T/NK	scATAC (nonmalignant)
Chr8	127533599	127535399	0.00905193824538334	T/NK	scATAC (nonmalignant)
Chr8	127535399	127537199	0.000924702493857961	T/NK	scATAC (nonmalignant)
Chr8	127537199	127538999	0.00213950374655983	T/NK	scATAC (nonmalignant)
Chr8	127538999	127540799	0.00507415040401945	T/NK	scATAC (nonmalignant)
Chr8	127540799	127542599	0.00416087772114486	T/NK	scATAC (nonmalignant)
Chr8	127542599	127544399	0.00736392559976353	T/NK	scATAC (nonmalignant)
Chr8	127544399	127546199	0.00226866694343001	T/NK	scATAC (nonmalignant)
Chr8	127546199	127547999	0.00331563548761625	T/NK	scATAC (nonmalignant)
Chr8	127547999	127549799	0.00357694735562258	T/NK	scATAC (nonmalignant)
Chr8	127549799	127551599	0.0101038218649798	T/NK	scATAC (nonmalignant)
Chr8	127551599	127553399	0.00961245945050848	T/NK	scATAC (nonmalignant)
Chr8	127553399	127555199	0.00268956821232236	T/NK	scATAC (nonmalignant)
Chr8	127555199	127556999	0.00560530526976686	T/NK	scATAC (nonmalignant)
Chr8	127556999	127558799	0.00375981072530787	T/NK	scATAC (nonmalignant)
Chr8	127558799	127560599	0.00202796074930651	T/NK	scATAC (nonmalignant)
Chr8	127560599	127562399	0.000871679797239643	T/NK	scATAC (nonmalignant)
Chr8	127562399	127564199	0.00498648957956775	T/NK	scATAC (nonmalignant)
Chr8	127564199	127565999	0.0025380613470517	T/NK	scATAC (nonmalignant)
Chr8	127565999	127567799	0.00484764402563662	T/NK	scATAC (nonmalignant)
Chr8	127567799	127569599	0.00106800651608567	T/NK	scATAC (nonmalignant)
Chr8	127569599	127571399	0.00311905706386921	T/NK	scATAC (nonmalignant)
Chr8	127571399	127573199	0.0016514035796066	T/NK	scATAC (nonmalignant)
Chr8	127573199	127574999	0.00650443320532167	T/NK	scATAC (nonmalignant)
Chr8	127574999	127576799	0.00224569905626194	T/NK	scATAC (nonmalignant)
Chr8	127576799	127578599	0.000117447489805409	T/NK	scATAC (nonmalignant)
Chr8	127578599	127580399	0.00164304405261423	T/NK	scATAC (nonmalignant)
Chr8	127580399	127582199	0.00329259234784634	T/NK	scATAC (nonmalignant)
Chr8	127582199	127583999	0.00346950593782486	T/NK	scATAC (nonmalignant)
Chr8	127583999	127585799	0.00510057402270886	T/NK	scATAC (nonmalignant)
Chr8	127585799	127587599	0.00550294206579232	T/NK	scATAC (nonmalignant)
Chr8	127587599	127589399	0.00809060831935191	T/NK	scATAC (nonmalignant)
Chr8	127589399	127591199	0.0107339987899806	T/NK	scATAC (nonmalignant)
Chr8	127591199	127592999	0.00358917943807254	T/NK	scATAC (nonmalignant)
Chr8	127592999	127594799	0.00449134601708643	T/NK	scATAC (nonmalignant)
Chr8	127594799	127596599	0.0057503598359269	T/NK	scATAC (nonmalignant)
Chr8	127596599	127598399	0.00520349685288861	T/NK	scATAC (nonmalignant)
Chr8	127598399	127600199	0.000314580668146926	T/NK	scATAC (nonmalignant)
Chr8	127600199	127601999	0.0068886557457254	T/NK	scATAC (nonmalignant)
Chr8	127601999	127603799	0.00311596020957764	T/NK	scATAC (nonmalignant)
Chr8	127603799	127605599	0.00347659253160127	T/NK	scATAC (nonmalignant)
Chr8	127605599	127607399	0.00173680030132091	T/NK	scATAC (nonmalignant)
Chr8	127607399	127609199	0.00830467431786565	T/NK	scATAC (nonmalignant)
Chr8	127609199	127610999	0.00612705036367491	T/NK	scATAC (nonmalignant)
Chr8	127610999	127612799	0.00524556362302564	T/NK	scATAC (nonmalignant)
Chr8	127612799	127614599	0.000352125922062722	T/NK	scATAC (nonmalignant)
Chr8	127614599	127616399	0.00170585995598865	T/NK	scATAC (nonmalignant)
Chr8	127616399	127618199	0.00228473409871829	T/NK	scATAC (nonmalignant)
Chr8	127618199	127619999	0.0018120649937293	T/NK	scATAC (nonmalignant)
Chr8	127619999	127621799	0.00215444897471916	T/NK	scATAC (nonmalignant)
Chr8	127621799	127623599	0.0164096587084702	T/NK	scATAC (nonmalignant)
Chr8	127623599	127625399	0.000397957412061055	T/NK	scATAC (nonmalignant)
Chr8	127625399	127627199	0.00141694564599853	T/NK	scATAC (nonmalignant)
Chr8	127627199	127628999	0.00569000293771823	T/NK	scATAC (nonmalignant)
Chr8	127628999	127630799	0.00279167402808748	T/NK	scATAC (nonmalignant)
Chr8	127630799	127632599	0.00727391853889397	T/NK	scATAC (nonmalignant)
Chr8	127632599	127634399	0.00459985131714888	T/NK	scATAC (nonmalignant)
Chr8	127634399	127636199	0.0122930742615115	T/NK	scATAC (nonmalignant)
Chr8	127636199	127637999	0.00678745806111266	T/NK	scATAC (nonmalignant)
Chr8	127637999	127639799	0.00366563981612443	T/NK	scATAC (nonmalignant)
Chr8	127639799	127641599	0.00192407966794201	T/NK	scATAC (nonmalignant)
Chr8	127641599	127643399	0.00463865158542612	T/NK	scATAC (nonmalignant)
Chr8	127643399	127645199	0.00619694742656134	T/NK	scATAC (nonmalignant)
Chr8	127645199	127646999	0.00868277116178081	T/NK	scATAC (nonmalignant)
Chr8	127646999	127648799	0.00234664040234728	T/NK	scATAC (nonmalignant)
Chr8	127648799	127650599	0.00135472232378574	T/NK	scATAC (nonmalignant)
Chr8	127650599	127652399	0.00334731888282157	T/NK	scATAC (nonmalignant)
Chr8	127652399	127654199	0.00273219642523574	T/NK	scATAC (nonmalignant)
Chr8	127654199	127655999	0.00147688748896923	T/NK	scATAC (nonmalignant)
Chr8	127655999	127657799	0.0056940614481312	T/NK	scATAC (nonmalignant)
Chr8	127657799	127659599	0.00645113101729033	T/NK	scATAC (nonmalignant)
Chr8	127659599	127661399	0.0111492187510216	T/NK	scATAC (nonmalignant)
Chr8	127661399	127663199	0.00642151239300389	T/NK	scATAC (nonmalignant)
Chr8	127663199	127664999	0.00706594007254701	T/NK	scATAC (nonmalignant)
Chr8	127664999	127666799	0.00349210453315884	T/NK	scATAC (nonmalignant)
Chr8	127666799	127668599	0.00411625048692765	T/NK	scATAC (nonmalignant)
Chr8	127668599	127670399	0.00573744613139101	T/NK	scATAC (nonmalignant)
Chr8	127670399	127672199	0.000149349775939585	T/NK	scATAC (nonmalignant)
Chr8	127672199	127673999	0.000259356374122464	T/NK	scATAC (nonmalignant)
Chr8	127673999	127675799	0.00145350381578632	T/NK	scATAC (nonmalignant)
Chr8	127675799	127677599	0.000310944500220762	T/NK	scATAC (nonmalignant)
Chr8	127677599	127679399	0.0053586421610441	T/NK	scATAC (nonmalignant)
Chr8	127679399	127681199	0.00584195508334221	T/NK	scATAC (nonmalignant)
Chr8	127681199	127682999	0.000982719923911652	T/NK	scATAC (nonmalignant)
Chr8	127682999	127684799	0.00616283005278288	T/NK	scATAC (nonmalignant)
Chr8	127684799	127686599	0.00837912912614295	T/NK	scATAC (nonmalignant)
Chr8	127686599	127688399	0.000749092984487204	T/NK	scATAC (nonmalignant)
Chr8	127688399	127690199	0.00552523552237029	T/NK	scATAC (nonmalignant)
Chr8	127690199	127691999	0.000831300461822956	T/NK	scATAC (nonmalignant)
Chr8	127691999	127693799	0.00811634694827607	T/NK	scATAC (nonmalignant)
Chr8	127693799	127695599	0.00272047561937104	T/NK	scATAC (nonmalignant)
Chr8	127695599	127697399	0.00216026808644269	T/NK	scATAC (nonmalignant)
Chr8	127697399	127699199	0.00869031082628957	T/NK	scATAC (nonmalignant)
Chr8	127699199	127700999	0.00665077944155189	T/NK	scATAC (nonmalignant)
Chr8	127700999	127702799	0.00413400005557145	T/NK	scATAC (nonmalignant)
Chr8	127702799	127704599	0.00375411749555486	T/NK	scATAC (nonmalignant)
Chr8	127704599	127706399	0.01070868672599	T/NK	scATAC (nonmalignant)
Chr8	127706399	127708199	0.00191890882738389	T/NK	scATAC (nonmalignant)
Chr8	127708199	127709999	0.00144479219177027	T/NK	scATAC (nonmalignant)
Chr8	127709999	127711799	0.00515430390032884	T/NK	scATAC (nonmalignant)
Chr8	127711799	127713599	0.00401469616478611	T/NK	scATAC (nonmalignant)
Chr8	127713599	127715399	0.00351954970771881	T/NK	scATAC (nonmalignant)
Chr8	127715399	127717199	0.0100387935045288	T/NK	scATAC (nonmalignant)
Chr8	127717199	127718999	0.013576994450906	T/NK	scATAC (nonmalignant)
Chr8	127718999	127720799	0.0182497297453619	T/NK	scATAC (nonmalignant)
Chr8	127720799	127722599	0.0362732762347578	T/NK	scATAC (nonmalignant)
Chr8	127722599	127724399	0.0407074026828972	T/NK	scATAC (nonmalignant)
Chr8	127724399	127726199	0.0617596662762582	T/NK	scATAC (nonmalignant)
Chr8	127726199	127727999	0.0845858022271197	T/NK	scATAC (nonmalignant)
Chr8	127727999	127729799	0.104893115720771	T/NK	scATAC (nonmalignant)
Chr8	127729799	127731599	0.125756800391522	T/NK	scATAC (nonmalignant)
Chr8	127731599	127733399	0.150820551192409	T/NK	scATAC (nonmalignant)
Chr8	127733399	127735199	0.163967691819948	T/NK	scATAC (nonmalignant)
Chr8	127735199	127736999	0.162728159922453	T/NK	scATAC (nonmalignant)
Chr8	127736999	127738799	0.160578458038839	T/NK	scATAC (nonmalignant)
Chr8	127738799	127740599	0.143564273985071	T/NK	scATAC (nonmalignant)
Chr8	127740599	127742399	0.124080829506721	T/NK	scATAC (nonmalignant)
Chr8	127742399	127744199	0.0997725445708461	T/NK	scATAC (nonmalignant)
Chr8	127744199	127745999	0.080832672350416	T/NK	scATAC (nonmalignant)
Chr8	127745999	127747799	0.0573825923902115	T/NK	scATAC (nonmalignant)
Chr8	127747799	127749599	0.0444708993380321	T/NK	scATAC (nonmalignant)
Chr8	127749599	127751399	0.0263348092413979	T/NK	scATAC (nonmalignant)
Chr8	127751399	127753199	0.015278441165048	T/NK	scATAC (nonmalignant)
Chr8	127753199	127754999	0.0114649996088265	T/NK	scATAC (nonmalignant)
Chr8	127394999	127396799	0.00480976375778012	Stromal	scATAC (nonmalignant)
Chr8	127396799	127398599	0.00265581975183426	Stromal	scATAC (nonmalignant)
Chr8	127398599	127400399	0.00486890094266589	Stromal	scATAC (nonmalignant)
Chr8	127400399	127402199	0.0178327013930217	Stromal	scATAC (nonmalignant)
Chr8	127402199	127403999	0.0200036175247492	Stromal	scATAC (nonmalignant)
Chr8	127403999	127405799	0.028014679196185	Stromal	scATAC (nonmalignant)
Chr8	127405799	127407599	0.0412967034655836	Stromal	scATAC (nonmalignant)
Chr8	127407599	127409399	0.0571403354083694	Stromal	scATAC (nonmalignant)
Chr8	127409399	127411199	0.0563014834426389	Stromal	scATAC (nonmalignant)
Chr8	127411199	127412999	0.050936154136268	Stromal	scATAC (nonmalignant)
Chr8	127412999	127414799	0.0407371181175594	Stromal	scATAC (nonmalignant)
Chr8	127414799	127416599	0.032838401715162	Stromal	scATAC (nonmalignant)
Chr8	127416599	127418399	0.0157630220313277	Stromal	scATAC (nonmalignant)
Chr8	127418399	127420199	0.0076307754916574	Stromal	scATAC (nonmalignant)
Chr8	127420199	127421999	0.0061089029613245	Stromal	scATAC (nonmalignant)
Chr8	127421999	127423799	0.0074334829830176	Stromal	scATAC (nonmalignant)
Chr8	127423799	127425599	0.00219793673106007	Stromal	scATAC (nonmalignant)
Chr8	127425599	127427399	0.000534672828149994	Stromal	scATAC (nonmalignant)
Chr8	127427399	127429199	0.00567610632954241	Stromal	scATAC (nonmalignant)
Chr8	127429199	127430999	0.00233353532581705	Stromal	scATAC (nonmalignant)
Chr8	127430999	127432799	0.00352674285962404	Stromal	scATAC (nonmalignant)
Chr8	127432799	127434599	0.00673230361499777	Stromal	scATAC (nonmalignant)
Chr8	127434599	127436399	0.00803088247119888	Stromal	scATAC (nonmalignant)
Chr8	127436399	127438199	0.0148901782514582	Stromal	scATAC (nonmalignant)
Chr8	127438199	127439999	0.00444640403631189	Stromal	scATAC (nonmalignant)
Chr8	127439999	127441799	0.0018206114047966	Stromal	scATAC (nonmalignant)
Chr8	127441799	127443599	0.000273095533153444	Stromal	scATAC (nonmalignant)
Chr8	127443599	127445399	0.00294687585346298	Stromal	scATAC (nonmalignant)
Chr8	127445399	127447199	0.000251128679558757	Stromal	scATAC (nonmalignant)
Chr8	127447199	127448999	0.0130879142137464	Stromal	scATAC (nonmalignant)
Chr8	127448999	127450799	0.00313574109818003	Stromal	scATAC (nonmalignant)
Chr8	127450799	127452599	0.00413613729125612	Stromal	scATAC (nonmalignant)
Chr8	127452599	127454399	0.00252030129069177	Stromal	scATAC (nonmalignant)
Chr8	127454399	127456199	0.00197294756191501	Stromal	scATAC (nonmalignant)
Chr8	127456199	127457999	0.0017896902947476	Stromal	scATAC (nonmalignant)
Chr8	127457999	127459799	0.000576881935589714	Stromal	scATAC (nonmalignant)
Chr8	127459799	127461599	0.00340267074057677	Stromal	scATAC (nonmalignant)
Chr8	127461599	127463399	0.00188925949138907	Stromal	scATAC (nonmalignant)
Chr8	127463399	127465199	0.00193130814621222	Stromal	scATAC (nonmalignant)
Chr8	127465199	127466999	0.00274776529102539	Stromal	scATAC (nonmalignant)
Chr8	127466999	127468799	0.00306660067687516	Stromal	scATAC (nonmalignant)
Chr8	127468799	127470599	0.00397856900055619	Stromal	scATAC (nonmalignant)
Chr8	127470599	127472399	0.00745406991042274	Stromal	scATAC (nonmalignant)
Chr8	127472399	127474199	0.0038495130648019	Stromal	scATAC (nonmalignant)
Chr8	127474199	127475999	0.00812723745621787	Stromal	scATAC (nonmalignant)
Chr8	127475999	127477799	0.00451833424599002	Stromal	scATAC (nonmalignant)
Chr8	127477799	127479599	0.00469119853504897	Stromal	scATAC (nonmalignant)
Chr8	127479599	127481399	0.00431664374113052	Stromal	scATAC (nonmalignant)
Chr8	127481399	127483199	6.02717251846965e-05	Stromal	scATAC (nonmalignant)
Chr8	127483199	127484999	0.00509034745428068	Stromal	scATAC (nonmalignant)
Chr8	127484999	127486799	0.00652435723810814	Stromal	scATAC (nonmalignant)
Chr8	127486799	127488599	0.00453921237515849	Stromal	scATAC (nonmalignant)
Chr8	127488599	127490399	0.000226232773857237	Stromal	scATAC (nonmalignant)
Chr8	127490399	127492199	0.00795880819583627	Stromal	scATAC (nonmalignant)
Chr8	127492199	127493999	0.000732466138128492	Stromal	scATAC (nonmalignant)
Chr8	127493999	127495799	0.00231646302768091	Stromal	scATAC (nonmalignant)
Chr8	127495799	127497599	0.00118330977924693	Stromal	scATAC (nonmalignant)
Chr8	127497599	127499399	0.00332105199528292	Stromal	scATAC (nonmalignant)
Chr8	127499399	127501199	0.00314997550791275	Stromal	scATAC (nonmalignant)
Chr8	127501199	127502999	0.00109920762661469	Stromal	scATAC (nonmalignant)
Chr8	127502999	127504799	7.28202357729278e-06	Stromal	scATAC (nonmalignant)
Chr8	127504799	127506599	0.00225254153662991	Stromal	scATAC (nonmalignant)
Chr8	127506599	127508399	0.0020904854034357	Stromal	scATAC (nonmalignant)
Chr8	127508399	127510199	0.0016914678648881	Stromal	scATAC (nonmalignant)
Chr8	127510199	127511999	0.00196591407942911	Stromal	scATAC (nonmalignant)
Chr8	127511999	127513799	0.00177230973136245	Stromal	scATAC (nonmalignant)
Chr8	127513799	127515599	0.00603336148140101	Stromal	scATAC (nonmalignant)
Chr8	127515599	127517399	0.00206110226630581	Stromal	scATAC (nonmalignant)
Chr8	127517399	127519199	0.00193314174668278	Stromal	scATAC (nonmalignant)
Chr8	127519199	127520999	0.00309909421910205	Stromal	scATAC (nonmalignant)
Chr8	127520999	127522799	0.00540604496423921	Stromal	scATAC (nonmalignant)
Chr8	127522799	127524599	0.00839454480687473	Stromal	scATAC (nonmalignant)
Chr8	127524599	127526399	0.00720345266398815	Stromal	scATAC (nonmalignant)
Chr8	127526399	127528199	0.00711491107681261	Stromal	scATAC (nonmalignant)
Chr8	127528199	127529999	0.00569190236026691	Stromal	scATAC (nonmalignant)
Chr8	127529999	127531799	0.00780008732660496	Stromal	scATAC (nonmalignant)
Chr8	127531799	127533599	0.00234129652256398	Stromal	scATAC (nonmalignant)
Chr8	127533599	127535399	0.00233678392483943	Stromal	scATAC (nonmalignant)
Chr8	127535399	127537199	0.00073458817852776	Stromal	scATAC (nonmalignant)
Chr8	127537199	127538999	0.00812291071341357	Stromal	scATAC (nonmalignant)
Chr8	127538999	127540799	0.00212022704724109	Stromal	scATAC (nonmalignant)
Chr8	127540799	127542599	0.00280444432418446	Stromal	scATAC (nonmalignant)
Chr8	127542599	127544399	0.00114915887538222	Stromal	scATAC (nonmalignant)
Chr8	127544399	127546199	0.00497498735503907	Stromal	scATAC (nonmalignant)
Chr8	127546199	127547999	0.0033483053904644	Stromal	scATAC (nonmalignant)
Chr8	127547999	127549799	0.000356024224329824	Stromal	scATAC (nonmalignant)
Chr8	127549799	127551599	0.00591906751946226	Stromal	scATAC (nonmalignant)
Chr8	127551599	127553399	0.00488316653649475	Stromal	scATAC (nonmalignant)
Chr8	127553399	127555199	0.00934961832869944	Stromal	scATAC (nonmalignant)
Chr8	127555199	127556999	0.00287949160062716	Stromal	scATAC (nonmalignant)
Chr8	127556999	127558799	0.00509547460958713	Stromal	scATAC (nonmalignant)
Chr8	127558799	127560599	0.00324829949827512	Stromal	scATAC (nonmalignant)
Chr8	127560599	127562399	0.00766966535351593	Stromal	scATAC (nonmalignant)
Chr8	127562399	127564199	0.000538935579800044	Stromal	scATAC (nonmalignant)
Chr8	127564199	127565999	0.000847676655285142	Stromal	scATAC (nonmalignant)
Chr8	127565999	127567799	0.00504129366037946	Stromal	scATAC (nonmalignant)
Chr8	127567799	127569599	0.00588581504220043	Stromal	scATAC (nonmalignant)
Chr8	127569599	127571399	0.00418838329539548	Stromal	scATAC (nonmalignant)
Chr8	127571399	127573199	0.00334642127572921	Stromal	scATAC (nonmalignant)
Chr8	127573199	127574999	0.00121829886931128	Stromal	scATAC (nonmalignant)
Chr8	127574999	127576799	0.00564667957399058	Stromal	scATAC (nonmalignant)
Chr8	127576799	127578599	0.000207951885846169	Stromal	scATAC (nonmalignant)
Chr8	127578599	127580399	0.00457030161733786	Stromal	scATAC (nonmalignant)
Chr8	127580399	127582199	0.00216495542293585	Stromal	scATAC (nonmalignant)
